Emnekode	Emnenavn	Sted
TMA4175	Kompleks analyse	Trondheim
MA2106	Kompleks funksjonsteori og differensialligninger	Trondheim
PAG2302	Komplekse beslutningsprosesser i paramedisin	Gjøvik
SYA2302HJE	Komplekse vurderinger og beslutninger i sykepleie - praksisstudier	Ålesund
SYA2302KIR	Komplekse vurderinger og beslutninger i sykepleie - praksisstudier	Ålesund
SYA2302PSY	Komplekse vurderinger og beslutninger i sykepleie - praksisstudier	Ålesund
SYG2302KIR	Komplekse vurderinger og beslutninger i sykepleie - praksisstudier	Gjøvik
SYG2302MED	Komplekse vurderinger og beslutninger i sykepleie - praksisstudier	Gjøvik
SYT2302KIR	Komplekse vurderinger og beslutninger i sykepleie - praksisstudier	Trondheim
SYG2302PSY	Komplekse vurderinger og beslutninger i sykepleie - praksisstudier	Gjøvik
SYT2302HJE	Komplekse vurderinger og beslutninger i sykepleie - praksisstudier	Trondheim
SYT2302MED	Komplekse vurderinger og beslutninger i sykepleie - praksisstudier	Trondheim
SYA2302MED	Komplekse vurderinger og beslutninger i sykepleie - praksisstudier	Ålesund
SYG2302HJE	Komplekse vurderinger og beslutninger i sykepleie - praksisstudier	Gjøvik
SYT2302PSY	Komplekse vurderinger og beslutninger i sykepleie - praksisstudier	Trondheim
MUST1055	Komponering med lyd og teknologi	Trondheim
MGLU4238	Komponering og produksjon	Trondheim
MUSP4534	Komposisjon A	Trondheim
MUSP4544	Komposisjon B	Trondheim
MUSP4328	Komposisjon jazz B(Kun eksamen, undervises ikke)	Trondheim
MUSP4338	Komposisjon jazz C	Trondheim
MUSV3001	Komposisjon og analyse	Trondheim
MUSV3118	Kompositoriske formstrategier A	Trondheim
MUSV3018	Kompositoriske formstrategier B	Trondheim
NEVR2030	Komprimert introduksjon til nevrovitenskap	Trondheim
MGLU4109	Konflikt og fellesskap	Trondheim
NEVR8011	Konsepter i Dataanalyse	Trondheim
ET8301	Konstruksjon av elektriske maskiner	Trondheim
TEP4200	Konstruksjon, drift og vedlikehold av hydrauliske strømningsmaskiner	Trondheim
MR8502	Konstruksjoners pålitelighet	Trondheim
BYGG2253	Konstruksjonsanalyse	Gjøvik
BYGA2260	Konstruksjonsanalyse 1	Ålesund
BYGA2360	Konstruksjonsanalyse 2	Ålesund
BYGA2261	Konstruksjonsdesign 1	Ålesund
BYGA2361	Konstruksjonsdesign 2	Ålesund
TKT4201	Konstruksjonsdynamikk 1	Trondheim
TKT4108	Konstruksjonsdynamikk 2	Trondheim
AAR4209	Konstruksjonskonsepter i arkitekturprosjektering, modeller og metoder	Trondheim
AAR4405	Konstruksjonslære	Trondheim
BYGG2251	Konstruksjonslære(Kun eksamen, undervises ikke)	Gjøvik
BYGT2104	Konstruksjonslære	Trondheim
BYGA2021	Konstruksjonslære og modellering(Kun eksamen, undervises ikke)	Ålesund
BYGA2022	Konstruksjonssikkerhet og statikk(Kun eksamen, undervises ikke)	Ålesund
BYGA2101	Konstruksjonsteknikk	Ålesund
BYGG2101	Konstruksjonsteknikk	Gjøvik
BYGT2101	Konstruksjonsteknikk	Trondheim
BYGT2202	Konstruksjonsteknikk(Kun eksamen, undervises ikke)	Trondheim
TKT4550	Konstruksjonsteknikk, fordypningsprosjekt	Trondheim
TKT4950	Konstruksjonsteknikk, masteroppgave	Trondheim
KT8305	Kontinuumsmekanikk	Trondheim
TIØ4215	Kontraktsrett og kontraktsforhandlinger	Trondheim
MUSP4537	Kontrapunkt	Trondheim
BA8512	Konvensjonell tunneldrift	Trondheim
MUSP4147	Korledelse	Trondheim
MUSP4575	Korledelse A	Trondheim
TMM4170	Korrosjon	Trondheim
IMAK2013	Korrosjon	Trondheim
TMT4255	Korrosjon og korrosjonsbeskyttelse	Trondheim
MT8102	Korrosjon og overflateteknologi	Trondheim
TBA4315	Kostnader og nytte ved samferdselsanlegg	Trondheim
TS200617	Kostnadsstyring og statistikk for marin industri	Ålesund
IELEG2121	Kraftelektronikk(Kun eksamen, undervises ikke)	Gjøvik
TET4190	Kraftelektronikk	Trondheim
IELET2121	Kraftelektronikk	Trondheim
TET4555	Kraftelektronikk - systemer og komponenter, fordypningsemne	Trondheim
IELEG2230	Kraftelektronikk og halvlederkomponenter	Gjøvik
ET8303	Kraftelektronikk, halvlederfysikk og pålitelighet	Trondheim
TET4565	Kraftmarkeder og energisystemplanlegging, fordypningsemne	Trondheim
TET4185	Kraftmarkeder, ressurs og miljø	Trondheim
ET8208	Kraftmarkedsteori	Trondheim
TET4575	Kraftsystemer - drift og analyse, fordypningsemne	Trondheim
FIN3501	Kredittrisiko	Trondheim
SYT3550	Kreftsykepleie - medisinsk behandling, rehabilitering og palliasjon	Trondheim
SYA3550	Kreftsykepleie - medisinsk behandling, rehabilitering og palliasjon(Kun eksamen, undervises ikke)	Ålesund
TET4100	Kretsanalyse	Trondheim
KRIG3020	Krig i den moderne verden	Trondheim
KRIG3051	Krig, miljø og bærekraft	Trondheim
KRIG3050	Krig, miljø og bærekraft	Trondheim
AAR8200	Kritisk Urban Teori	Trondheim
IMT4203	Kritisk infrastruktur - sikkerhet	Gjøvik, Trondheim
BK2453	Kritisk refleksjon og skrivning i kontekst	Trondheim
MBV3004	Kritiske perspektiver på barnevernets beslutninger	Trondheim
MGLU5105	Kritiske perspektiver på samfunnsfaglærerrollen (1-7)	Trondheim
MGLU5505	Kritiske perspektiver på samfunnsfaglærerrollen (5-10)	Trondheim
KJ2053	Kromatografi (Analytisk kjemi II)	Trondheim
PED1023	Kropp, tanke og kultur: Grunnleggende tilnærminger til pedagogikk og utdanning	Trondheim
MGLU1109	Kroppsøving 1 (1-7) emne 1: Motorisk læring i ulike læringslandskap	Trondheim
MGLU3113	Kroppsøving 1 (1-7) emne 1: Motorisk læring i ulike læringslandskap	Trondheim
MGLU2109	Kroppsøving 1 (1-7) emne 2: Grunnleggende bevegelsesferdigheter i idrettsaktivitet, helse og friluftsliv	Trondheim
MGLU3114	Kroppsøving 1 (1-7) emne 2: Grunnleggende bevegelsesferdigheter i idrettsaktivitet, helse og friluftsliv	Trondheim
MGLU1509	Kroppsøving 1 (5-10) emne 1: Motorisk læring i ulike læringslandskap	Trondheim
MGLU3513	Kroppsøving 1 (5-10) emne 1: Motorisk læring i ulike læringslandskap	Trondheim
MGLU2509	Kroppsøving 1 (5-10) emne 2: Grunnleggende bevegelsesferdigheter i idrettsaktivitet, helse og friluftsliv	Trondheim
MGLU3514	Kroppsøving 1 (5-10) emne 2: Grunnleggende bevegelsesferdigheter i idrettsaktivitet, helse og friluftsliv	Trondheim
MGLU3115	Kroppsøving 2 (1-7): Kroppslig læring og FOU i kroppsøving	Trondheim
MGLU3515	Kroppsøving 2 (5-10): Kroppslig læring og FOU i kroppsøving	Trondheim
LKRO001E	Kroppsøving i skolen	Trondheim
IDR3039	Kroppsøving og idrett i organisasjonsperspektiv	Trondheim
MGLU4203	Kroppsøving som forskningsfelt	Trondheim
TMA4160	Kryptografi	Trondheim
IMT4124	Kryptologi	Gjøvik, Trondheim
TM8107	Kryptoprotokoller og anvendelser	Gjøvik, Trondheim
INFT2508	Kryss-plattform applikasjonsutvikling for mobile enheter	Trondheim
TEP4222	Kryssløpsanalyse, handel og miljø	Trondheim
KP8131	Krystallisasjon og partikkeldesign	Trondheim
HIST2006	Kultur- og sosialhistorie	Trondheim
BARN8009	Kulturelle epistemologier og forståelsen av barndom	Trondheim
AL301408	Kulturforståelse	Ålesund
SANT3600	Kulturforståelse for et internasjonalt arbeidsliv	Trondheim
TS500313	Kulturforståelse og kommunikasjon	Ålesund
ARK1002	Kulturhistorie og materiell kultur	Trondheim
KULMI2700	Kulturminnerett	Trondheim
KULMI3230	Kulturminnerett og forvaltning	Trondheim
FM3004	Kulturpolitikk og prosjektutvikling	Trondheim
SOS3605	Kultursosiologi(Kun eksamen, undervises ikke)	Trondheim
SOS2015	Kultursosiologi(Kun eksamen, undervises ikke)	Trondheim
TDT4290	Kundestyrt prosjekt	Trondheim
YFL1000	Kunnskap, læring og danning i lærerprofesjonen	Trondheim
LÆR1000	Kunnskap, læring og danning i lærerprofesjonen	Trondheim
FI1003	Kunnskaps- og vitenskapsteori	Trondheim
MDV6217	Kunnskapsbasert Habilitering	Trondheim
AUT2300	Kunnskapsbasert praksis i klinikken	Trondheim
AAR8350	Kunnskapsteori og arkitektens arbeidsmåte	Trondheim
BK3190	Kunst og Felleskapets rom	Trondheim
MGLU1111	Kunst og håndverk 1 (1-7) emne 1	Trondheim
MGLU2111	Kunst og håndverk 1 (1-7) emne 2	Trondheim
MGLU1511	Kunst og håndverk 1 (5-10) emne 1	Trondheim
MGLU2511	Kunst og håndverk 1 (5-10) emne 2	Trondheim
MGLU3118	Kunst og håndverk 2 (1-7)	Trondheim
MGLU3518	Kunst og håndverk 2 (5-10)	Trondheim
MGLU4207	Kunst og håndverk, å utforske materialer og teknikker på verksted	Trondheim
MGLU4213	Kunst og håndverksfeltet i kontekst	Trondheim
DID3104	Kunstfagdidaktikk(Kun eksamen, undervises ikke)	Trondheim
DID3106	Kunstfagdidaktikk som praksisledet og kunstnerisk utforskning(Kun eksamen, undervises ikke)	Trondheim
MGLU5239	Kunstfagdidaktisk forskning: vitenskapsteori, metode og analyse	Trondheim
IE502014	Kunstig intelligens(Kun eksamen, undervises ikke)	Ålesund
PROG2051	Kunstig intelligens	Gjøvik
IMT6171	Kunstig intelligens og maskinlæring for informasjonssikkerhetsapplikasjoner	Gjøvik
IT3105	Kunstig intelligens programmering	Trondheim
BK2301	Kunstnerisk arbeid og prosess	Trondheim
BK2452	Kunstnerisk arbeid, prosess og prosjekt	Trondheim
MUSP4731	Kunstnerisk fordypning - internasjonal variant	Trondheim
MUSP4740	Kunstnerisk fordypning 1	Trondheim
MUSP4742	Kunstnerisk fordypning 2	Trondheim
BK2410	Kunstnerisk praksis	Trondheim
MGLU5231	Kunstnerisk utviklingsarbeid i kunst og håndverk	Trondheim
BK3310	Kunstnerisk utviklingspraksis	Trondheim
BK1202	Kunstneriske arbeid	Trondheim
IP000120	Kursemne IHB	Ålesund
SOS8007	Kvalitativ analyse	Trondheim
SOS3008	Kvalitativ analyse	Trondheim
ISA3001	Kvalitativ metode	Trondheim
PSY2118	Kvalitativ metode 2	Trondheim
PSYK4318	Kvalitativ metode 2	Trondheim
MET410	Kvalitativ metode for masteroppgave	Trondheim
PLU8021	Kvalitativ og post-kvalitativ analyse I	Trondheim
PLU8022	Kvalitativ og post-kvalitativ analyse II	Trondheim
SMED8015	Kvalitative forskningsmetoder	Trondheim
SOS3004	Kvalitative metoder	Trondheim
KULT3302	Kvalitative metoder	Trondheim
MH3013	Kvalitative metoder 1	Gjøvik, Ålesund, Trondheim
MH3011	Kvalitative metoder 1	Gjøvik, Ålesund, Trondheim
MH3012	Kvalitative metoder 1	Gjøvik, Ålesund, Trondheim
MH3014	Kvalitative metoder 2	Gjøvik, Ålesund, Trondheim
GEOG2014	Kvalitative metoder i geografi	Trondheim
MH3081	Kvalitative metoder i medisin og helsefag(Kun eksamen, undervises ikke)	Gjøvik, Ålesund, Trondheim
MH3004	Kvalitative metoder i medisin og helsefag(Kun eksamen, undervises ikke)	Gjøvik, Ålesund, Trondheim
MH3008	Kvalitative metoder i medisin og helsefag(Kun eksamen, undervises ikke)	Gjøvik, Ålesund, Trondheim
POL8514	Kvalitative metoder og studiet av borgerkriger(Kun eksamen, undervises ikke)	Trondheim
INFT2005	Kvalitet i og testing av programvaresystemer	Trondheim
TPK4110	Kvalitets- og prestasjonsfokusert ledelse	Trondheim
SMF3085F	Kvalitetsledelse	Gjøvik
SMF3085	Kvalitetsledelse	Gjøvik
BA8514	Kvalitetssikring av store prosjekter. Fokus på tidligfasen	Trondheim
MN304012	Kvalitetssikring og sertifisering	Ålesund
SYA3552	Kvalitetsutvikling	Ålesund
SYT3552	Kvalitetsutvikling	Trondheim
FY3464	Kvantefeltteori I	Trondheim
FY8914	Kvantefeltteori I	Trondheim
TFY4355	Kvanteinformasjon og -beregninger	Trondheim
TKJ4170	Kvantekjemi	Trondheim
FY2045	Kvantemekanikk I	Trondheim
TFY4205	Kvantemekanikk II	Trondheim
IIK8105	Kvantesikker kryptografi	Gjøvik, Trondheim
FY8302	Kvanteteorien for faste stoffer	Trondheim
TFY4210	Kvanteteorien for faste stoffer	Trondheim
FY8909	Kvantetransportteori	Trondheim
TFY4340	Kvantetransportteori	Trondheim
ISA3003	Kvantitativ metode	Trondheim
PSYK4317	Kvantitativ metode 2	Trondheim
PSY2117	Kvantitativ metode 2	Trondheim
TGB4295	Kvantitativ mineralogi	Trondheim
PLU8012	Kvantitative analysemetoder i praksis	Trondheim
PG8707	Kvantitative geosystemer	Trondheim
SOS3005	Kvantitative metoder	Trondheim
HIKU8863	Kvantitative metoder for historikere	Trondheim
MET3001	Kvantitative og kvalitative metoder	Trondheim
SMF2292F	Kvantitative og kvalitative metoder	Gjøvik
AM201306	Kvantitative og kvalitative metoder	Ålesund
SMF2292	Kvantitative og kvalitative metoder	Gjøvik
MUSV1107	Kvinner i vestens musikk	Trondheim
AIS2202	Kybernetikk	Ålesund
TTK4100	Kybernetikk, introduksjon	Trondheim
TTK4123	Kybernetiske metoder	Trondheim
TBA4145	Kyst og havnefasiliteter	Trondheim
TBA4270	Kystteknikk	Trondheim
TN303618	LNG - Grunnleggende og Videregående	Ålesund
HBIOT2030	Laboratoriemedisin	Trondheim
HBIOA3001	Laboratoriemedisin - Mikrobiologi	Ålesund
HBIOA3004	Laboratoriemedisin - Patologi	Ålesund
HBIOA3002	Laboratoriemedisin - Transfusjonsmedisin	Ålesund
HBIO3020	Laboratoriepraksis tilpasset utveksling	Trondheim
BA8205	Lagring og formidling av geografisk informasjon(Kun eksamen, undervises ikke)	Trondheim
BI1012	Laks – matfisk, interaksjon med merdmiljø og marin teknikk	Trondheim
BI1011	Laksens biologi i oppdrett – settefiskproduksjon, håndtering og miljø	Trondheim
GEOM2110	Landmåling	Gjøvik
GEOM1210	Landmålingsberegninger	Gjøvik
GEOG3525	Landscape and Planning: concepts, theories and practices	Trondheim
AAR4845	Landskapsanalyse	Trondheim
DOK3002	Langtidsbevaring av digitalt arkiv	Trondheim
KLH3201	Langvarig smerte: undersøkelse, behandling og oppfølging	Trondheim
TFY4291	Laserfysikk og ulineær optikk	Trondheim
GEOM2210	Laserskanning	Gjøvik
TN202011	Lasthåndtering	Ålesund
SPA1401	Latinamerikansk kultur og historie	Trondheim
LAT1006	Latinske oversettelser	Trondheim
AL530120	Leadership and Change Management	Ålesund
AL520512	Leadership in organizations - A global perspective	Ålesund
TS300222	Lean og Agile Metoder	Ålesund
TLOG2008	Lean produksjon og kvalitetsstyring	Trondheim
YFLT2006	Lean produksjon og kvalitetsstyring (Kun eksamen, undervises ikke)	Trondheim
TS501015	Ledelse	Ålesund
ØKO1001	Ledelse	Trondheim
SOL420	Ledelse	Trondheim
TIØ4345	Ledelse av bedriftsrelasjoner og -nettverk	Trondheim
TDMA5001	Ledelse av digital transformasjon	Trondheim
TLOG3010	Ledelse av integrerte verdikjeder	Trondheim
AM101221	Ledelse av kreative prosesser	Ålesund
IØ1003	Ledelse i frivillige organisasjoner	Trondheim
IDRSA2003	Ledelse i kroppsøving og idrett	Trondheim
SYA3406	Ledelse, tjenesteforbedring og innovasjon	Ålesund
SYT3406	Ledelse, tjenesteforbedring og innovasjon	Trondheim
IP500021	Ledningsteknologi og overvannshåntering	Ålesund
SYA3023	Legemiddelbehandling ved langvarige, kroniske og sammensatte lidelser	Ålesund
SYG3023	Legemiddelbehandling ved langvarige, kroniske og sammensatte lidelser	Gjøvik
SYT6301	Legemiddelhåndtering og legemiddelregning	Trondheim
KLMED8020	Legemiddelstudier og good clinical practice (GCP)	Trondheim
FARM3005	Legemiddeltilvirkning og kvalitetssystemer	Trondheim
MT8104	Lettmetallelektrolyse	Trondheim
TMM4175	Lettvekt design	Trondheim
KLMED8019	Levetidsanalyse	Trondheim
TMA4275	Levetidsanalyse	Trondheim
MA1202	Lineær algebra med anvendelser	Trondheim
MA1201	Lineær algebra og geometri	Trondheim
TTK4115	Lineær systemteori	Trondheim
TMA4145	Lineære metoder	Trondheim
TMA4267	Lineære statistiske modeller	Trondheim
SPRÅK3210	Lingvistisk teori og komparativ grammatikk	Trondheim
MGLU4202	Lingvistiske perspektiver på språklæring i engelsk i flerkulturelle og flerspråklige kontekster	Trondheim
BK1162	Linsebasert praksis	Trondheim
KLMED8015	Linær og logistisk regresjonsanalyse(Kun eksamen, undervises ikke)	Trondheim
NEVR3000	Literacy in Science	Trondheim
ENG2302	Litteratur og historie	Trondheim
DID3602	Litteratur og litteraturdidaktikk(Kun eksamen, undervises ikke)	Trondheim
ENG2303	Litteratur og samfunn	Trondheim
NORD2112	Litteratur og vitensdiskurser	Trondheim
NORX2112	Litteratur og vitensdiskurser - for utvekslingsstudenter	Trondheim
NORD2110	Litteratur, teknologi og medier	Trondheim
NORX2110	Litteratur, teknologi og medier - for utvekslingsstudenter	Trondheim
DID3303	Litteratur, tekst og kultur i klasserommet(Kun eksamen, undervises ikke)	Trondheim
ENG1302	Litteratur: Drama og lyrikk	Trondheim
ENG1303	Litteratur: Prosa	Trondheim
LOS8035	Litteraturreview i utdanningsvitenskap	Trondheim
LITT3002	Litteraturvitenskapelige teorier	Trondheim
NORD2312	Litterære kulturmøter og kulturell identitet	Trondheim
NORX2312	Litterære kulturmøter og kulturell identitet - for utvekslingsstudenter	Trondheim
MUSP4536	Liturgisk spill/orgelimprovisasjon A	Trondheim
MUSP4532	Liturgisk spill/orgelimprovisasjon B	Trondheim
VL3010	Livslang læring, politikk og styring	Trondheim
FENA2023	Livsløpsvurderinger av energisystem	Ålesund
FENG2023	Livsløpsvurderinger av energisystem	Gjøvik
FENT2023	Livsløpsvurderinger av energisystem	Trondheim
TMM4285	Livsløpsytelse for aluminiumsprodukter	Gjøvik, Trondheim
TEP4223	Livssyklusanalyse	Trondheim
IP506621	Livssyklushåndtering og bærekraft	Ålesund
VB8007	Livssyklusvurdering av polymerer og kompositter	Gjøvik
EP8108	Livssyklusvurdering og miljøsystemanalyse	Trondheim
BI8040	Logical Modeling for Experimental Design in Biotechnology and Biomedicine(Kun eksamen, undervises ikke)	Trondheim
FI1005	Logikk	Trondheim
TLOG3011	Logistikkprosjekt i bedrift	Trondheim
TLOG2011	Logistikkteknologi og digitalisering	Trondheim
KULMI2710	Lokalhistorie med arkivkunnskap	Trondheim
FVP3004	Lyddesign(Kun eksamen, undervises ikke)	Trondheim
MUST2051	Lydkunst	Trondheim
MUST3057	Lydkunst	Trondheim
AAR4850	Lys og belysning	Trondheim
TET4165	Lys og belysning	Gjøvik, Ålesund, Trondheim
IELET1065	Lys og belysning	Gjøvik, Ålesund, Trondheim
AAR4935	Lys og farge	Trondheim
FY8920	Lys-, nøytron-, og røntgen-spredning	Trondheim
MA2010	Lærerutdanningsprosjekt i matematikk	Trondheim
PED2011	Læring i arbeidsliv, hverdagsliv og samfunn	Trondheim
PK8225	Læring i prosjekt-baserte organisasjoner	Trondheim
VLR1006	Læring og endring i arbeidslivet	Trondheim
DID3401	Læring og undervisning av matematikk(Kun eksamen, undervises ikke)	Trondheim
MGLU4103	Læring og undervisning av matematikk (1-7)	Trondheim
MGLU4503	Læring og undervisning av matematikk (5-10)	Trondheim
PED3613	Læring, motivasjon og sosialt samspill	Trondheim
YFL1010	Læringsprosesser i et profesjonsfaglig og yrkesfaglig perspektiv	Trondheim
IT3023	Læringsteknologi og analyse	Trondheim
AAR5400	M.Sc. Thesis in Urban Ecological Planning	Trondheim
AAR4993	M.Sc. i bærekraftig arkitektur	Trondheim
RAT3103	MR matematikk	Trondheim
FY8408	MR-avbildning	Trondheim
IP501909	MSc oppgave - disiplinbasert	Ålesund
TS500713	MSc thesis, professional master	Ålesund
VB8002	Machine Learning for Manufacturing Engineering	Gjøvik
RAT2202	Magnetisk resonans (MR)	Trondheim
RAG2202	Magnetisk resonans (MR)	Gjøvik
AAR4909	Making is Thinking	Trondheim
AAR4611	Making is Thinking. I grensesnittet mellom arkitektur og andre kreative disipliner	Trondheim
SMF2295	Makroøkonomi	Gjøvik
SMØ2001	Makroøkonomi	Trondheim
AE101408	Makroøkonomi	Ålesund
SMF2295F	Makroøkonomi	Gjøvik
SØK1021	Makroøkonomi I	Trondheim
SØK1025	Makroøkonomi II	Trondheim
SØK1151	Makroøkonomi for ledere	Trondheim
SØK1012	Makroøkonomisk analyse(Kun eksamen, undervises ikke)	Trondheim
SANT2028	Makt og politikk	Trondheim
HIST3405	Makt, musikk og ritualer: kunstens rolle i politisk kommunikasjon 800-1600	Trondheim
BK1161	Maleri og etter	Trondheim
GB8106	Malmforekomst genese	Trondheim
TGB4120	Malmforekomst genese	Trondheim
AE511516	Management Accounting	Ålesund
MRK2015	Managing Business Relationships	Trondheim
HFO1003	Mangfold og integrering: Transkulturelle dynamikker	Trondheim
DID3705	Mangfold, identitet og fellesskap(Kun eksamen, undervises ikke)	Trondheim
IDG3800	Mappe og utstilling	Gjøvik
TMR4340	Marin CFD	Trondheim
TTT4175	Marin akustikk	Trondheim
BI2036	Marin biodiversitet	Trondheim
MB104314	Marin biologi	Ålesund
TBA4292	Marin byggteknikk, videregående kurs	Trondheim
BA8301	Marin geoteknikk	Trondheim
TMR4525	Marin hydrodynamikk, fordypningsemne	Trondheim
TMR4520	Marin hydrodynamikk, fordypningsprosjekt	Trondheim
TMR4505	Marin konstruksjonsteknikk, fordypningsemne	Trondheim
TMR4500	Marin konstruksjonsteknikk, fordypningsprosjekt	Trondheim
TMR4515	Marin kybernetikk, fordypningsemne	Trondheim
TMR4510	Marin kybernetikk, fordypningsprosjekt	Trondheim
KJ3050	Marin organisk miljøkjemi	Trondheim
TMR4565	Marin prosjektering, fordypningsemne	Trondheim
TMR4560	Marin prosjektering, fordypningsprosjekt	Trondheim
TMR4105	Marin teknikk 1 - Grunnlag	Trondheim
TMR4167	Marin teknikk 2 - Konstruksjoner	Trondheim
TMR4247	Marin teknikk 3 - Hydrodynamikk	Trondheim
TMR4335	Marin teknikk 4 - Propulsjonssystemer, sikkerhet og miljø	Trondheim
TMR4182	Marin teknikk 5 - Marin dynamikk	Trondheim
TMR4256	Marin teknikk 6 - Design av marine systemer	Trondheim
TMR4930	Marin teknikk, masteroppgave	Trondheim
BIA2001	Marin økologi	Ålesund
BI2060	Marin økologi	Trondheim
BT3110	Marine Næringsmiddelressurser, prosessering og teknologi	Trondheim
MMA4900	Marine Systems, Master's Thesis	Ålesund
MMA4500	Marine Systems, Specialization Project	Ålesund
TMR4960	Marine and Maritime Intelligent Robotics, masteroppgave	Trondheim
TMR4170	Marine konstruksjoner	Trondheim
TMR4225	Marine operasjoner	Trondheim
IP507021	Marine operasjoner	Ålesund
SKID2301	Marine operasjoner	Ålesund
TMR4240	Marine reguleringssystemer I	Trondheim
TMR4243	Marine reguleringssystemer II	Trondheim
BT3121	Marine ressurser - forskning og innovasjon	Trondheim
TMR4330	Marint maskineri - Design og tilstandskontroll	Trondheim
TMR4222	Marint maskineri - Varmetransport og termofluide systemer	Trondheim
TMR4535	Marint maskineri, fordypningsemne	Trondheim
TMR4530	Marint maskineri, fordypningsprosjekt	Trondheim
BIA1001	Marint råstoff	Ålesund
TS501822	Maritim Cybersikkerhet	Ålesund
TN301312	Maritim kommunikasjon(Kun eksamen, undervises ikke)	Ålesund
TS200820	Maritim organisasjonsforståelse	Ålesund
TS8001	Maritime Systems Design and Methods	Ålesund
TMR4290	Maritime elektriske og hybride kraft- og fremdriftssystemer	Trondheim
IP506114	Maritime engineering internship	Ålesund
TS200214	Maritime innkjøp og leverandørrelasjoner	Ålesund
DID3201	Marked, organisasjon og velferd – Analyser av yrkesdidaktiske rammebetingelser	Trondheim
SØK1011	Markeder og markedssvikt(Kun eksamen, undervises ikke)	Trondheim
SØK1024	Markeder og markedssvikt	Trondheim
AM302112	Markedsanalyse	Ålesund
MRK1001	Markedsføring - grunnkurs	Trondheim
SMF1196F	Markedsføring - grunnkurs	Gjøvik
SMF1196	Markedsføring - grunnkurs	Gjøvik
AM101108	Markedsføring - grunnkurs	Ålesund
TIØ4165	Markedsføringsledelse for teknologibedrifter	Trondheim
MRK2010	Markedskommunikasjon og merkevarebygging	Trondheim
SØK1020	Markedsteori	Trondheim
MDV6423	Marte Meo metoden	Trondheim
TMM4112	Maskindeler	Trondheim
MASA2022	Maskindeler	Ålesund
MASG2103	Maskindeler	Gjøvik
MASA2052	Maskindynamikk(Kun eksamen, undervises ikke)	Ålesund
IP500115	Maskinerisystemer for energioverføring - design og analyse(Kun eksamen, undervises ikke)	Ålesund
MAST2001	Maskinkomponenter og sammenføyninger	Trondheim
MASA2062	Maskinkonstruksjon	Ålesund
TMM4150	Maskinkonstruksjon og mekatronikk	Trondheim
IE500618	Maskinlæring	Ålesund
TMM4128	Maskinlæring for ingeniører	Trondheim
TTT4185	Maskinlæring for signalbehandling	Trondheim
IØ8816	Maskinlæring og numeriske teknikker i finansiell økonometri	Trondheim
TDT4258	Maskinnær programmering	Trondheim
AIS2204	Maskinsyn(Kun eksamen, undervises ikke)	Ålesund
MAST1101	Maskinteknikk 1	Trondheim
MASG1101	Maskinteknikk 1	Gjøvik
MASG1102	Maskinteknikk 2	Gjøvik
MAST1102	Maskinteknikk 2	Trondheim
IIK4100	Maskinvaresikkerhet i innebygde systemer	Gjøvik, Trondheim
AI521616	Master Thesis - Innovation and Entrepreneurship discipline oriented	Ålesund
AM530250	Master Thesis - Management of Innovation and Sustainable Business Development	Ålesund
AE511816	Master Thesis International Business - discipline oriented	Ålesund
BIOTBI3901	Master Thesis in Biotechnology Dep of Biology	Trondheim
KJ3910	Master Thesis in Environmental Chemistry	Trondheim
BIENV3900	Master Thesis in Environmental Toxicology and Chemistry	Trondheim
KJ3920	Master Thesis in Marine Coastal Development	Trondheim
AIS4900	Master Thesis in Mechatronics and Automation	Ålesund
NATRBI3900	Master Thesis in Natural Resources Management - Biology	Trondheim
BI3910	Master Thesis in Ocean Resources	Trondheim
IT3915	Master i informatikk, forberedende prosjekt	Trondheim
BT3911	Master thesis in MSAQUAH Health Management in Aquaculture	Trondheim
BI3911	Master thesis in MSAQUAH Health Management in Aquaculture	Trondheim
BARN3900	Master's Thesis	Trondheim
MACS490	Master's Thesis - Applied Computer Science	Gjøvik
SANT3910	Master's Thesis - Globalisation and Sustainable Development	Trondheim
GEOG3910	Master's Thesis - Globalisation and Sustainable Development	Trondheim
HIST3910	Master's Thesis - Globalization and Sustainable Development	Trondheim
GEOG3940	Master's Thesis - Natural Resources Management - Geography	Trondheim
SARB3910	Master's Thesis in Globalization	Trondheim
MIXD490	Master's Thesis- Interaction Design	Gjøvik
TØL4902	Master's Thesis-Sustainable Manufacturing	Gjøvik
MA3001	Mastergradsseminar i matematikk 1	Trondheim
MA3003	Mastergradsseminar i matematikk 2	Trondheim
MA3004	Mastergradsseminar i matematikk 3	Trondheim
ST3201	Mastergradsseminar i statistikk	Trondheim
IDS4100	Masteroppgave	Gjøvik
TDMA5005	Masteroppgave	Trondheim
IP502022	Masteroppgave	Ålesund
TTM4905	Masteroppgave	Trondheim
GEOG3900	Masteroppgave - Geografi	Trondheim
GEOG3951	Masteroppgave - Innovasjon og bærekraftig samfunnsutvikling	Trondheim
GEOG3950	Masteroppgave - Innovasjon og bærekraftig samfunnsutvikling	Trondheim
GEOG3901	Masteroppgave - Lektor i geografi for trinn 8-13	Trondheim
BMRR5000	Masteroppgave - Regnskap og Revisjon	Trondheim
IP501922	Masteroppgave - erfaringsbasert	Ålesund
BBAN5000	Masteroppgave - hovedprofil Business Analytics	Trondheim
BFIN5000	Masteroppgave - hovedprofil Finansiering investering	Trondheim
