Emnekode	Emnenavn	Sted
MGLU4220	Fag, profesjon og kunnskapsutvikling i kroppsøving	Trondheim
DOK3001	Fag- og vitenskapsteori for arkiv og dokumentasjonsforvaltning	Trondheim
YFL2030	Fag- og yrkesopplæring i et helhetlig perspektiv	Trondheim
PPU4620	Fagdidaktikk 1 - biologi	Trondheim
PPU4650	Fagdidaktikk 1 - engelsk	Trondheim
PPU4652	Fagdidaktikk 1 - fransk	Trondheim
PPU4622	Fagdidaktikk 1 - fysikk	Trondheim
PPU4640	Fagdidaktikk 1 - geografi	Trondheim
PPU4642	Fagdidaktikk 1 - historie	Trondheim
PPU4624	Fagdidaktikk 1 - informatikk	Trondheim
PPU4626	Fagdidaktikk 1 - kjemi	Trondheim
PPU4680	Fagdidaktikk 1 - kroppsøving og idrettsfag	Trondheim
PPU4628	Fagdidaktikk 1 - matematikk	Trondheim
PPU4654	Fagdidaktikk 1 - norsk	Trondheim
PPU4684	Fagdidaktikk 1 - religion og etikk	Trondheim
PPU4644	Fagdidaktikk 1 - samfunnskunnskap	Trondheim
PPU4658	Fagdidaktikk 1 - spansk	Trondheim
PPU4656	Fagdidaktikk 1 - tysk	Trondheim
PPU4621	Fagdidaktikk 2 - biologi	Trondheim
PPU4651	Fagdidaktikk 2 - engelsk	Trondheim
PPU4653	Fagdidaktikk 2 - fransk	Trondheim
PPU4623	Fagdidaktikk 2 - fysikk	Trondheim
PPU4641	Fagdidaktikk 2 - geografi	Trondheim
PPU4643	Fagdidaktikk 2 - historie	Trondheim
PPU4625	Fagdidaktikk 2 - informatikk	Trondheim
PPU4627	Fagdidaktikk 2 - kjemi	Trondheim
PPU4681	Fagdidaktikk 2 - kroppsøving og idrettsfag	Trondheim
PPU4629	Fagdidaktikk 2 - matematikk	Trondheim
PPU4655	Fagdidaktikk 2 - norsk	Trondheim
PPU4685	Fagdidaktikk 2 - religion og etikk	Trondheim
PPU4645	Fagdidaktikk 2 - samfunnskunnskap	Trondheim
PPU4659	Fagdidaktikk 2 - spansk	Trondheim
PPU4657	Fagdidaktikk 2 - tysk	Trondheim
PPU4221	Fagdidaktikk i biologi - heltid	Trondheim
PPU4550	Fagdidaktikk i dans, drama og teater - deltid	Trondheim
PPU4241	Fagdidaktikk i engelsk - heltid	Trondheim
PPU4540	Fagdidaktikk i engelsk og fremmedspråk - deltid	Trondheim
PPU4252	Fagdidaktikk i film og mediefag - heltid	Trondheim
PPU4246	Fagdidaktikk i fremmedspråk - heltid	Trondheim
PPU4222	Fagdidaktikk i fysikk - heltid	Trondheim
PPU4231	Fagdidaktikk i geografi - heltid	Trondheim
PPU4232	Fagdidaktikk i historie - heltid	Trondheim
PPU4561	Fagdidaktikk i kroppsøving og idrettsfag - deltid	Trondheim
PPU4261	Fagdidaktikk i kroppsøving og idrettsfag - heltid	Trondheim
PPU4253	Fagdidaktikk i kunst og håndverk - heltid	Trondheim
PPU4254	Fagdidaktikk i musikk - heltid	Trondheim
PPU4520	Fagdidaktikk i naturfag - deltid	Trondheim
PPU4243	Fagdidaktikk i norsk - heltid	Trondheim
PPU4263	Fagdidaktikk i religions- og etikkfag - heltid	Trondheim
PPU4530	Fagdidaktikk i samfunnsfagene - deltid	Trondheim
PPU4233	Fagdidaktikk i samfunnskunnskap - heltid	Trondheim
PPU4227	Fagdidaktikk i teknologi og forskningslære - heltid	Trondheim
PPU4224	Fagdidaktikk kjemi - heltid	Trondheim
PPU4225	Fagdidaktikk matematikk - heltid	Trondheim
GEOG3007	Fagfilosofi, teorier og begreper	Trondheim
FM3001	Fagformidling og kommunikasjon	Trondheim
SYT3551	Faglig ledelse og samhandling	Trondheim
SYA3551	Faglig ledelse og samhandling	Ålesund
SYT2301	Faglig ledelse og tjenesteutvikling	Trondheim
SYA2301	Faglig ledelse og tjenesteutvikling	Ålesund
SYG2301	Faglig ledelse og tjenesteutvikling	Gjøvik
SYG2300HJE	Faglig ledelse og tjenesteutvikling - praksisstudier	Gjøvik
SYG2300KIR	Faglig ledelse og tjenesteutvikling - praksisstudier	Gjøvik
SYT2300KIR	Faglig ledelse og tjenesteutvikling - praksisstudier	Trondheim
SYA2300HJE	Faglig ledelse og tjenesteutvikling - praksisstudier	Ålesund
SYA2300KIR	Faglig ledelse og tjenesteutvikling - praksisstudier	Ålesund
SYA2300MED	Faglig ledelse og tjenesteutvikling - praksisstudier	Ålesund
SYA2300PSY	Faglig ledelse og tjenesteutvikling - praksisstudier	Ålesund
SYG2300PSY	Faglig ledelse og tjenesteutvikling - praksisstudier	Gjøvik
SYT2300MED	Faglig ledelse og tjenesteutvikling - praksisstudier	Trondheim
SYT2300PSY	Faglig ledelse og tjenesteutvikling - praksisstudier	Trondheim
SYG2300MED	Faglig ledelse og tjenesteutvikling - praksisstudier	Gjøvik
SYT2300HJE	Faglig ledelse og tjenesteutvikling - praksisstudier	Trondheim
SYT6302	Faglig ledelse, tjenesteutvikling og nasjonale helseprioriteringer(Kun eksamen, undervises ikke)	Trondheim
SKIP3003	Fagskriving og skrivekulturer i studier og arbeidsliv	Trondheim
ETG2330	Fagutvikling og innovasjon (praksisstudier)	Gjøvik
ETT2330	Fagutvikling og innovasjon (praksisstudier)	Trondheim
BA8510	Falltapsanalyser vanntunneler. Hydraulikk, sprengningsteknikk og økonomi	Trondheim
SARB8020	Familie, marked og stat i det nyliberale samfunn	Trondheim
SYG3105	Familiesentrert omsorg	Gjøvik
IDG1004	Farge i grensesnittdesign	Gjøvik
IDG2002	Fargestyring	Gjøvik
VET2007	Farmakologi og legemiddelhåndtering	Trondheim
FARM3003	Farmasøytisk innovasjon	Trondheim
FARM3008	Farmasøytisk praksis og klinisk farmasi	Trondheim
PG8603	Fase-oppførsel for petroleum reservoar fluid	Trondheim
FY8303	Faseoverganger og kritiske fenomener	Trondheim
FY3106	Faseoverganger og kritiske fenomener	Trondheim
IMAK1006	Fasetransformasjoner og funksjonelle materialegenskaper	Trondheim
TFY4220	Faste stoffers fysikk	Trondheim
FY8917	Faststoff-fysikk, videregående kurs	Trondheim
TFY4245	Faststoff-fysikk, videregående kurs	Trondheim
GEOL1007	Faststoffmekanikk for geologer	Trondheim
BI1002	Faunistikk og floristikk	Trondheim
KLH3108	Fedmebehandling og - forebygging; barn	Trondheim
KLH3103	Fedmebehandling og -forebygging; voksen	Trondheim
KLH3101	Fedmens epidemiologi, patofysiologi og konsekvenser	Trondheim
ALIT3302	Felles litterært pensum, eldre del	Trondheim
ALIT3303	Felles litterært pensum, nyere del	Trondheim
TYSK3700	Felles seminaremne i tyskspråklig litteratur	Trondheim
GEOG2012	Felt- og laboratoriemetoder i naturgeografi	Trondheim
SANT3023	Feltarbeid	Trondheim
DANS3005	Feltarbeid, arkivteknikker og digitalisering	Trondheim
VM8207	Feltkurs for vann og miljøteknologi	Trondheim
ARK2002	Feltmetodikk og fortolkning	Trondheim
RVI3121	Feltrapport	Trondheim
RVI3120	Feltrapport	Trondheim
TPG4230	Feltutbygging og drift	Trondheim
IDR3037	Ferdighets- og prestasjonsutvikling	Trondheim
PSYK4421	Ferdighetstrening i psykoterapi	Trondheim
MT8309	Ferroics - Materials synthesis, characterization and applications	Trondheim
BI3037	Ferskvannsøkologi	Trondheim
FILM1100	Film og fortelling	Trondheim
FVP2002	Film- og videoproduksjon 3(Kun eksamen, undervises ikke)	Trondheim
FILM2203	Film-, TV- og spillbransjen	Trondheim
FILM1103	Filmen i samfunnet(Kun eksamen, undervises ikke)	Trondheim
FILM1105	Filmen i samfunnet	Trondheim
FILM1101	Filmens historie	Trondheim
FILM1102	Filmens teori og estetikk(Kun eksamen, undervises ikke)	Trondheim
FVP3008	Filmlyd	Trondheim
FVP2005	Filmlyd	Trondheim
MUSV1102	Filmmusikk	Trondheim
FILM2204	Filmopplevelsen	Trondheim
FVP2001	Filmproduksjon: Dokumentar	Trondheim
FVP1001	Filmproduksjon: Fiksjon	Trondheim
MGLU5107	Filosofi som fag og praksis (1-7)	Trondheim
MGLU4107	Filosofi som fag og praksis (1-7)	Trondheim
MGLU5507	Filosofi som fag og praksis (5-10)	Trondheim
MGLU4507	Filosofi som fag og praksis (5-10)	Trondheim
FI1001	Filosofiens og etikkens historie: Virkelighet, kunnskap, etikk	Trondheim
BFIN4030	FinTech	Trondheim
BØA2042	Financial Modeling using Excel	Trondheim
TIØ4146	Finans for teknisk-naturvitenskapelige studenter	Trondheim
AE302216	Finansiell styring	Ålesund
BBOA3020	Finansielle institusjoner, markeder og reguleringer	Trondheim
IF400	Finansielle instrumenter	Trondheim
SØK2005	Finansmarkeder	Trondheim
AE101308	Finansregnskap med analyse	Ålesund
BØA1200	Finansregnskap med analyse	Trondheim
SMF1197F	Finansregnskap med analyse	Gjøvik
SMF1197	Finansregnskap med analyse	Gjøvik
BMRR4030	Finansregnskap og rapportering I	Trondheim
BMRR4035	Finansregnskap og rapportering II	Trondheim
AE302110	Finansregnskap og regnskapssystemer	Ålesund
TIØ4145	Finansstyring for foretak	Trondheim
SØK8627	Fiskal føderalisme	Trondheim
SØK3527	Fiskal føderalisme	Trondheim
BI2064	Fiskeanatomi og fysiologi	Trondheim
BI1009	Fiskehelse og velferd	Trondheim
BIA3100	Fiskehelse og velferd	Trondheim
TYSK2404	Fleksibelt fordypningsemne	Trondheim
PK8212	Fleksibilitet i prosjekter	Trondheim
TPK4420	Fleksibilitet i prosjekter	Trondheim
SANT2030	Flerartsantropologi: Relasjoner mellom mennesker, dyr og planter	Trondheim
MA1103	Flerdimensjonal analyse	Trondheim
BYGG2351	Fleretasjes bygninger	Gjøvik
TEP4250	Flerfase transport	Trondheim
EP8990	Flerfasemodellering	Trondheim
IDG1009	Flerkanalpublisering	Gjøvik
KLMED8017	Flernivåmodeller	Trondheim
TØL4204	Flexible Automation and Artificial Intelligence	Gjøvik
GB8510	Flotasjon	Trondheim
TEP4100	Fluidmekanikk	Trondheim
TEP4110	Fluidmekanikk	Trondheim
TEP4135	Fluidmekanikk 2	Trondheim
FENA2002	Fluidmekanikk og hydraulikk	Ålesund
FENG2002	Fluidmekanikk og hydraulikk	Gjøvik
FENT2002	Fluidmekanikk og hydraulikk	Trondheim
FLYT2202	Flyfysikk	Trondheim
FLYT2201	Flymekanikk	Trondheim
FLYT2301	Flysystemer	Trondheim
FLYT1102	Flyvedlikehold	Trondheim
AUT2302	FoU i audiologi	Trondheim
TEGN1001	FoU-oppgave i opplæring i og på norsk tegnspråk	Trondheim
FH3012	Folkehelse 1 - en innføring i folkehelse	Trondheim
FH3013	Folkehelse 2	Trondheim
ETT2302	Folkehelse, inkluderende samfunn og global helse	Trondheim
ETG2302	Folkehelse, inkluderende samfunn og global helse	Gjøvik
SYA3401	Folkehelsearbeid	Ålesund
SYT3401	Folkehelsearbeid	Trondheim
HIST3205	Folkemord, krig og samfunn	Trondheim
EP8001	Forbrenningsfysikk	Trondheim
TMR4280	Forbrenningsmotorer	Trondheim
AM303006	Forbrukeratferd	Ålesund
FI2111	Fordypning 1	Trondheim
FI2112	Fordypning 2	Trondheim
AAR5230	Fordypning i Urban Ecological Planning - selvprogrammert	Trondheim
EP8301	Fordypning i bygningssimulering	Trondheim
IØ3000	Fordypning i fasilitering av gruppeprosesser	Trondheim
FRA2203	Fordypning i fransk litteratur	Trondheim
MGLU4116	Fordypning i fysikk for lærere (1-7)	Trondheim
PSY2108	Fordypning i personlighetspsykologi	Trondheim
PSYK4328	Fordypning i personlighetspsykologi	Trondheim
MGLU5236	Fordypning i praktisk/kunstnerisk disiplin	Trondheim
MGLU3111	Fordypning i samfunnsfag (1-7)	Trondheim
MGLU3511	Fordypning i samfunnsfag (5-10)	Trondheim
RAG2302	Fordypning i skjelettrøntgen	Gjøvik
RAT2302	Fordypning i skjelettrøntgen	Trondheim
TBBY1019	Fordypning i snekring	Trondheim
SPA2503	Fordypning i spansk språkvitenskap	Trondheim
TBBY1016	Fordypning i stavkonstruksjoner	Trondheim
TBBY1013	Fordypning i tømring	Trondheim
PSY2111	Fordypning i utviklingspsykologi	Trondheim
IIKG4000	Fordypningsemne - individuelt	Gjøvik
KULT8874	Fordypningsemne i kjønns- og mangfoldsstudier	Trondheim
KULT8876	Fordypningsemne i kjønns- og mangfoldsstudier	Trondheim
ALIT2203	Fordypningsemne i litteratur etter 1800	Trondheim
ALIT2202	Fordypningsemne i litteratur før 1800	Trondheim
ALIT2201	Fordypningsemne i litteraturteori	Trondheim
SPRÅK2400	Fordypningsemne/selvstudium	Trondheim
SOL3000	Fordypningsoppgave i strategi og ledelse	Trondheim
IDATT2501	Fordypningsprosjekt	Trondheim
INFT2502	Fordypningsprosjekt	Trondheim
IP506821	Fordypningsprosjekt	Ålesund
IP502122	Fordypningsprosjekt	Ålesund
TTM4502	Fordypningsprosjekt	Trondheim
IDG3101	Fordypningsprosjekt	Gjøvik
IDG4898	Fordypningsprosjekt, interaksjonsdesign	Gjøvik
AUT2303	Forebyggende audiologi(Kun eksamen, undervises ikke)	Trondheim
MDV6210	Forebyggende familieintervensjon	Trondheim
PSYK4521	Forebygging, helsefremming, system og forvaltning 1	Trondheim
PSYK4522	Forebygging, helsefremming, system og forvaltning 2	Trondheim
BMRR4025	Foretaksrett	Trondheim
ORG2002	Foretaksstrategi	Trondheim
AL201308	Foretaksstrategi	Ålesund
SMF2281F	Foretaksstrategi	Gjøvik
SMF2281	Foretaksstrategi	Gjøvik
REA0021	Forkurs i fysikk for TRES	Gjøvik
REA0012	Forkurs i matematikk for Tres og y-vei	Gjøvik
AAR4400	Form og farge 1	Trondheim
AAR4435	Form og farge 2	Trondheim
TEK1315	Form og tredimensjonal modellutvikling	Gjøvik
PG8300	Formasjonsfysikk	Trondheim
TPG4185	Formasjonsmekanikk	Trondheim
TM8103	Formelle metoder	Trondheim
TPD4185	Formgivning i tre	Trondheim
PSY8007	Formidling og søknadsskriving	Trondheim
MUSV3139	Formidlingsstrategier for musikk	Trondheim
FENA1101	Fornybar energi grunnkurs 1	Ålesund
FENG1101	Fornybar energi grunnkurs 1	Gjøvik
FENT1101	Fornybar energi grunnkurs 1	Trondheim
FENG1102	Fornybar energi grunnkurs 2	Gjøvik
FENA1102	Fornybar energi grunnkurs 2	Ålesund
FENT1102	Fornybar energi grunnkurs 2	Trondheim
ELDI1001	Fornybar energi med energiinformatikk	Trondheim
INGT2011	Fornybar energi valgfag	Trondheim
TØL4018	Fornybar energiteknologi	Gjøvik
VM8205	Fornyelse av vann og avløpssystemer	Trondheim
IMT4205	Forprosjekt	Gjøvik
MACS4000	Forprosjekt (Applied Computer Science)	Gjøvik
SMF3093F	Forretnings- og IKT-arkitektur	Gjøvik
SMF3093	Forretnings- og IKT-arkitektur	Gjøvik
TDMA4004	Forretningsanalyse og kunnskapsforvaltning	Trondheim
TDMA5000	Forretningsanalyse som strategisk verktøy	Trondheim
AJ200115	Forretningsjus	Ålesund
SMF2294	Forretningsjus	Gjøvik
SMF2294F	Forretningsjus	Gjøvik
TDMA5002	Forretningsmodeller	Trondheim
IØ8905	Forretningsmodeller, innovasjon og tidligfase prototyping(Kun eksamen, undervises ikke)	Trondheim
TMR4600	Forskerlinje, fordypningsprosjekt	Trondheim
TBA4600	Forskerlinje, fordypningsprosjekt	Trondheim
IT8007	Forskning i Informasjonsteknologi-didaktikk	Trondheim
PSY3121	Forskning og prosjektutvikling	Trondheim
HLS8008	Forskning om helsefremming	Trondheim
SMED8004	Forskning, etikk og samfunn	Trondheim
KULT8880	Forskning, teknologi og samfunn: RRI-kurs Digitalt Liv Norge(Kun eksamen, undervises ikke)	Trondheim
IØ8909	Forskningsbasert innovasjon	Trondheim
IØ8906	Forskningsbasert innovasjon for IE	Trondheim
IFEL8001	Forskningsbasert innovasjon for ingeniører	Trondheim
SOS3006	Forskningsdesign	Trondheim
POL3004	Forskningsdesign og samfunnsspørsmål	Trondheim
FM3000	Forskningsdesign og vitenskapsteori for film- og medievitenskap	Trondheim
PSY2122	Forskningsdesign: prosessen fra idé til psykologisk kunnskap	Trondheim
DT8806	Forskningsemner ved ISSE og akademisk skriving	Trondheim
IDT8000	Forskningsetikk	Trondheim
HFEL8000	Forskningskommunikasjon: målgrupper, mål og former	Trondheim
VLR3008	Forskningsmetode	Trondheim
IDS4000	Forskningsmetode	Gjøvik
PSY3101	Forskningsmetode - kvalitativ	Trondheim
PSY3100	Forskningsmetode - kvantitativ	Trondheim
SKIP3004	Forskningsmetode og forskningsetikk	Trondheim
TMET410	Forskningsmetoder	Trondheim
PAH3008	Forskningsmetoder for klinisk treningsfysiologi	Trondheim
IT3024	Forskningsmetoder i MenneskeMaskin-Interaksjon	Trondheim
HIST3105	Forskningsmetoder i historie	Trondheim
LITT3001	Forskningsmetoder i litteraturvitenskap	Trondheim
RFEL3100	Forskningsmetoder i matematikk- og realfagsdidaktikk	Trondheim
KLMED8014	Forskningsmetoder i radiologi og nukleærmedisin	Trondheim
SPRÅK3001	Forskningsmetoder i språkvitenskap	Trondheim
DRA3000	Forskningsmetoder i teater	Trondheim
IFEL8000	Forskningsmetodikk, vitenskapsteori og etikk	Trondheim
MGLU5217	Forskningsmetodologi i kroppsøving	Trondheim
MKI3010	Forskningsoppdrag for bedrift	Trondheim
ODA3010	Forskningsoppdrag for organisasjon og offentlig forvaltning	Trondheim
PK8214	Forskningsopplegg i ledelsesfokuserte ingeniørfag	Trondheim
IDR3027	Forskningspraksis i idrettsvitenskap(Kun eksamen, undervises ikke)	Trondheim
MOL3300	Forskningsprosjekt for utvekslingsstudenter	Trondheim
FRA2600	Forskningsrettet fordypningsemne	Trondheim
BI3062	Forskningsseminar, marin	Trondheim
IØ8502	Forståelse for og håndtering av sikkerhet i organisasjoner	Trondheim
HFO1001	Forståelser av kunstig intelligens: Kritiske perspektiver	Trondheim
TS200314	Forsyningskjede og transportlogistikk	Ålesund
NEVR8014	Forsøksdyrlære akvatiske dyr(Kun eksamen, undervises ikke)	Trondheim
BI3101	Forsøksdyrlære akvatiske dyr	Trondheim
RVI1020	Fortidens religioner	Trondheim
BMPA5053	Forvaltningsrett	Trondheim
IDG1112	Fotografihistorie og bildekommunikasjon	Gjøvik
TFE4161	Fotonikk I	Trondheim
TFE4166	Fotonikk II	Trondheim
TMA4170	Fourieranalyse	Trondheim
AI301212	Fra ide til bedrift	Ålesund
FRA1401	Frankrike etter 1945	Trondheim
FRAC1500	Fransk fagdidaktikk	Trondheim
FRAC1201	Fransk grammatikk 2	Trondheim
FRA0502	Fransk grunnemne	Trondheim
FRAC1102	Fransk historie	Trondheim
FRA2410	Fransk historie for samtiden	Trondheim
FRAC1101	Fransk litteratur 2	Trondheim
FRAC1100	Fransk litteratur og kulturkunnskap	Trondheim
FRA1120	Fransk litteraturhistorie	Trondheim
FRA2301	Fransk språkvitenskap	Trondheim
FRA1130	Franskspråklig litteratur og litterær analyse	Trondheim
EP8406	Frekvens- og effektregulering av vannkraftverk	Trondheim
MUSP4717	Friimprovisasjon	Trondheim
NORD2205	Fritt emne i nordistikk	Trondheim
SPRÅL3800	Fritt emne/Selvstudium	Trondheim
NORD3401	Fritt nordisk emne høst (elevatoremne)	Trondheim
NORD3402	Fritt nordisk emne vår (elevatoremne)	Trondheim
IDI1002	Front-end web utvikling	Gjøvik
IDG1011	Front-end webutvikling	Gjøvik
IDATT2105	Full-stack applikasjonsutvikling	Trondheim
IDG2100	Full-stack webutvikling	Gjøvik
AIS4003	Fundamentals of Automation and Mechatronics Engineering	Ålesund
MMA4006	Fundamentals of Maritime Systems Engineering	Ålesund
BT3102	Funksjon og drift av resirkulerende akvakultursystemer (RAS)	Trondheim
TMA4230	Funksjonalanalyse	Trondheim
FY8305	Funksjonalintegral metoder i kondenserte fasers fysikk	Trondheim
FYST1108	Funksjonell anatomi	Trondheim
BT8136	Funksjonell enzymkarakterisering ved bruk av NMR (C12)	Trondheim
MOL3007	Funksjonell genomforskning	Trondheim
TMT4245	Funksjonelle materialer	Trondheim
FY3114	Funksjonelle materialer	Trondheim
FY8912	Funksjonelle materialer	Trondheim
FUH3003	Funksjonshemming i et samfunnsperspektiv - ideologi, teorier og modeller	Trondheim
FUH3004	Funksjonshemming som kunnskap og forskningsfelt	Trondheim
ISA8001	Funksjonshemming: inkludering eller marginalisering	Trondheim
TMM4245	Fuzzy Front End	Trondheim
TKJ4162	Fysikalsk kjemi: Kjemisk termodynamikk	Trondheim
KJ1041	Fysikalsk kjemi: molekylær struktur	Trondheim
TKJ4180	Fysikalsk organisk kjemi	Trondheim
TFY4106	Fysikk	Trondheim
TFY4107	Fysikk	Trondheim
TRES0312	Fysikk	Ålesund
IFYA1002	Fysikk	Ålesund
IFYT1000	Fysikk	Trondheim
IFYT1002	Fysikk	Trondheim
TFOR0112	Fysikk	Trondheim
TFY4115	Fysikk	Trondheim
FO001421	Fysikk	Ålesund
IFYA1000	Fysikk	Ålesund
IFYG1002	Fysikk	Gjøvik
VB6045	Fysikk	Gjøvik
IFYG1000	Fysikk	Gjøvik
TFOR0117	Fysikk	Trondheim
TFY4104	Fysikk	Trondheim
TFY4125	Fysikk	Trondheim
TFY4170	Fysikk 2	Trondheim
FY8918	Fysikk i medisinsk avbildning	Trondheim
TFY4320	Fysikk i medisinsk avbildning	Trondheim
TPG4100	Fysikk og geofysikk	Trondheim
DID3504	Fysikk og kjemi i et miljøperspektiv(Kun eksamen, undervises ikke)	Trondheim
TFY4515	Fysikk, fordypningsemne	Trondheim
TFY4510	Fysikk, fordypningsprosjekt	Trondheim
TFY4900	Fysikk, masteroppgave	Trondheim
